,PM2.5,NO2,CO,SO2,O3,AQI
7821,10.99,9.74,1.6,8.24,17.71,90.0
7822,19.54,10.78,1.66,8.74,15.98,94.0
7823,20.2,10.91,1.65,9.41,13.42,94.0
7824,22.45,8.44,1.86,8.99,14.89,98.0
7825,16.71,5.04,1.73,8.26,15.78,96.0
7826,15.74,5.83,1.68,8.3,15.92,98.0
7827,10.25,3.29,1.52,7.53,16.01,85.0
7828,15.48,4.61,1.5,8.97,17.62,78.0
7829,19.25,7.04,1.48,8.47,13.55,76.0
7830,18.33,4.4,1.56,8.41,18.33,83.0
7831,24.77,6.82,1.62,8.85,18.34,84.0
7832,30.56,6.43,1.63,9.0,17.11,88.0
7833,17.2,4.44,1.51,8.72,15.53,82.0
7834,23.29,3.11,1.59,8.86,17.23,86.0
7835,24.66,3.2,1.61,8.65,19.0,85.0
7836,21.46,3.78,1.64,9.03,19.51,88.0
7837,15.12,7.26,1.6,8.56,19.64,90.0
7838,28.17,12.36,1.63,9.17,20.65,95.0
7839,32.52,12.85,1.39,9.46,19.73,98.0
7840,23.5,9.9,1.42,9.57,22.24,78.0
7841,24.67,12.88,1.43,10.44,18.83,73.0
7842,29.16,16.04,1.47,10.75,17.68,78.0
7843,32.48,10.18,1.49,10.23,16.96,82.0
7844,22.37,8.98,1.49,9.78,16.06,81.0
7845,32.43,13.46,1.68,10.61,18.72,93.0
7846,28.91,15.53,1.75,10.2,25.25,95.0
7847,27.22,8.08,1.69,10.07,25.24,95.0
7848,25.04,8.1,1.72,10.29,29.28,94.0
7849,33.09,9.07,1.71,9.8,22.04,94.0
7850,31.11,6.01,1.71,9.57,39.08,96.0
7851,38.4,7.5,1.74,9.76,37.54,94.0
7852,39.31,7.16,1.75,10.27,34.91,96.0
7853,29.37,7.82,1.76,10.43,46.46,94.0
7854,29.47,4.88,1.64,9.85,40.39,88.0
7855,20.54,2.78,1.57,10.12,41.74,85.0
7856,14.83,3.07,1.54,9.42,46.68,81.0
7857,37.4,6.55,1.71,10.09,37.95,91.0
7858,33.08,12.03,1.77,10.22,29.95,95.0
7859,36.99,23.55,1.78,10.68,33.03,95.0
7860,27.83,14.49,1.74,10.65,34.71,93.0
7861,11.52,7.54,1.65,10.06,30.15,90.0
7862,23.68,30.1,2.17,10.95,30.66,102.0
7863,30.55,40.93,2.13,11.23,20.31,108.0
7864,28.58,33.12,2.15,11.31,28.91,108.0
7865,19.33,19.61,1.99,10.95,24.69,106.0
7866,23.09,15.74,1.91,10.41,26.69,101.0
7867,24.05,18.1,2.0,10.9,29.78,99.0
7868,26.5,10.77,1.8,10.2,31.48,93.0
7869,20.96,10.32,1.74,9.78,20.0,90.0
7870,13.91,9.24,1.7,9.48,21.79,88.0
7871,17.97,5.85,1.73,10.61,25.7,92.0
7872,26.81,6.07,1.7,11.78,26.31,91.0
7873,9.46,5.43,1.61,10.17,22.77,85.0
7874,17.27,14.64,1.75,10.14,18.75,88.0
7875,18.79,13.75,1.9,10.06,21.08,100.0
7876,7.62,13.31,1.9,10.73,24.09,99.0
7877,11.63,10.5,1.28,10.27,26.59,92.0
7878,21.96,19.43,0.61,11.11,23.59,48.0
7879,41.93,26.71,0.91,11.89,26.22,67.0
7880,23.94,18.38,0.8,10.78,32.72,88.0
7881,31.97,26.66,0.88,12.0,39.01,102.0
7882,48.43,31.98,0.73,11.04,44.09,93.0
7883,44.09,21.36,0.27,9.79,41.21,85.0
7884,42.52,22.85,0.3,10.34,38.86,72.0
7885,29.68,20.4,0.31,10.35,44.38,66.0
7886,33.6,17.88,0.33,9.84,46.4,70.0
7887,23.15,14.92,0.28,9.79,44.49,69.0
7888,37.65,29.58,0.53,10.52,37.11,83.0
7889,52.48,31.26,0.58,12.9,47.02,74.0
7890,37.83,26.77,0.45,14.87,44.47,84.0
7891,43.18,28.47,0.47,12.56,37.82,67.0
7892,36.48,23.84,0.42,12.44,31.05,70.0
7893,37.91,23.99,0.43,12.93,33.48,67.0
7894,30.69,16.58,0.45,12.08,44.0,69.0
7895,28.62,31.32,0.52,12.8,20.34,54.0
7896,40.62,31.43,0.64,15.93,24.99,68.0
7897,27.97,22.97,0.65,15.2,24.34,61.0
7898,40.82,28.22,1.01,13.21,29.18,68.0
7899,37.61,30.24,0.86,14.02,32.71,68.0
7900,40.82,25.42,0.72,11.67,39.49,73.0
7901,45.61,25.28,0.73,13.1,45.32,71.0
7902,44.08,29.24,0.78,13.34,34.43,78.0
7903,35.34,23.67,0.72,12.21,35.72,66.0
7904,37.45,27.06,0.76,12.43,23.12,59.0
7905,28.59,24.31,0.74,13.05,21.37,67.0
7906,24.58,27.19,0.69,13.02,15.06,57.0
7907,14.62,13.32,0.5,11.06,20.39,45.0
7908,16.63,16.82,0.55,11.74,18.88,37.0
7909,21.13,25.12,0.72,11.67,19.13,48.0
7910,36.7,23.8,0.64,12.83,31.07,61.0
7911,50.37,32.17,0.64,12.84,44.62,70.0
7912,63.1,29.72,0.64,12.75,45.09,108.0
7913,47.21,28.01,0.64,11.9,50.73,91.0
7914,22.85,16.03,0.55,10.93,38.65,65.0
7915,30.38,27.02,0.63,12.43,38.32,63.0
7916,33.68,28.68,0.58,13.49,39.94,69.0
7917,36.58,22.38,0.75,12.16,38.75,73.0
7918,36.78,0.09,0.76,1.92,46.97,80.0
7919,40.64,67.46,1.22,2.22,17.93,66.0
7920,47.34,61.67,1.25,0.98,27.54,78.0
7921,61.83,28.01,1.1,1.8,33.82,86.0
7922,52.93,41.45,0.93,1.65,45.61,82.0
7923,45.62,43.21,0.9,2.5,44.86,84.0
7924,25.47,38.57,0.95,0.69,26.17,68.0
7925,44.69,32.72,0.69,1.7,28.94,60.0
7926,50.32,17.86,0.31,2.34,37.31,88.0
7927,29.87,16.25,0.05,2.57,44.05,74.0
7928,37.97,17.98,0.08,2.02,47.98,65.0
7929,46.3,22.7,0.21,3.05,46.41,87.0
7930,45.86,25.69,0.25,1.23,41.59,80.0
7931,35.43,10.99,0.24,1.7,32.52,69.0
7932,35.5,11.44,0.23,1.35,22.6,59.0
7933,30.71,57.52,0.3,6.8,18.95,55.0
7934,35.75,54.12,0.35,5.44,25.08,60.0
7935,37.35,32.55,0.27,5.87,25.41,67.0
7936,33.6,2.76,0.2,8.38,31.52,58.0
7937,26.73,5.88,0.15,8.0,31.11,55.0
7938,34.26,13.85,0.17,7.74,38.13,60.0
7939,44.68,58.36,0.24,8.8,47.16,84.0
7940,36.16,52.78,0.22,8.22,39.7,72.0
7941,46.28,56.59,0.28,7.02,41.11,79.0
7942,56.33,76.87,0.28,6.82,45.14,84.0
7943,56.49,67.22,0.25,7.84,55.24,100.0
7944,45.78,60.29,0.16,7.98,64.71,90.0
7945,32.48,61.69,0.1,7.79,54.34,83.0
7946,31.88,67.32,0.16,6.72,43.32,83.0
7947,30.91,58.28,0.16,8.74,31.39,83.0
7948,21.93,58.35,0.11,6.41,33.78,70.0
7949,24.39,45.88,0.17,10.93,42.57,78.0
7950,31.25,16.24,0.16,9.15,56.58,75.0
7951,35.25,16.01,0.23,9.87,43.74,74.0
7952,42.81,17.48,0.3,10.25,25.75,61.0
7953,26.3,30.95,0.53,12.5,49.37,98.0
7954,26.64,35.97,0.4,11.11,54.09,89.0
7955,31.1,46.36,0.45,10.25,52.9,83.0
7956,58.52,51.57,0.35,7.71,57.03,87.0
7957,45.36,41.31,0.15,7.19,45.04,101.0
7958,46.67,32.5,0.28,9.08,34.4,81.0
7959,43.84,20.93,0.42,9.03,36.77,78.0
7960,36.23,14.64,0.33,7.93,43.26,74.0
7961,33.16,9.66,0.28,7.23,49.97,70.0
7962,37.73,43.14,0.38,11.09,46.42,72.0
7963,37.27,62.1,0.49,10.37,39.16,72.0
7964,43.04,83.07,0.32,8.77,44.0,97.0
7965,42.24,66.14,0.27,9.6,47.42,103.0
7966,38.17,55.45,0.2,8.61,51.15,78.0
7967,35.23,46.19,0.17,7.45,52.14,82.0
7968,27.46,38.61,0.09,6.65,47.2,67.0
7969,36.0,30.57,0.19,9.32,50.77,64.0
7970,32.89,21.79,0.39,11.51,48.39,69.0
7971,35.96,21.83,0.6,13.08,43.57,65.0
7972,46.63,32.29,0.61,11.42,57.01,84.0
7973,45.39,41.53,0.78,14.14,56.45,94.0
7974,55.39,42.62,0.8,14.15,76.76,120.0
7975,44.6,35.34,0.68,12.96,72.29,119.0
7976,35.46,29.08,0.68,12.34,60.73,101.0
7977,40.44,27.68,0.72,14.2,60.89,100.0
7978,49.23,29.87,0.71,14.86,64.62,99.0
7979,47.22,17.71,0.55,12.09,45.79,85.0
7980,33.9,28.86,0.88,12.52,38.73,61.0
7981,41.89,31.26,0.92,9.61,57.68,74.0
7982,49.67,30.89,0.96,11.06,60.08,81.0
7983,43.19,37.31,1.02,8.85,59.67,91.0
7984,40.65,29.17,0.95,9.13,47.99,86.0
7985,39.84,31.01,0.83,10.79,63.33,83.0
7986,35.97,22.27,0.78,8.86,55.96,80.0
7987,42.85,30.83,0.93,8.87,57.21,80.0
7988,34.54,32.06,0.8,7.61,57.79,79.0
7989,37.11,38.17,0.83,8.34,62.12,84.0
7990,45.57,37.37,0.81,9.23,68.48,111.0
7991,44.77,40.93,0.75,8.37,49.42,90.0
7992,45.66,38.98,0.72,6.62,31.66,77.0
7993,42.56,42.92,0.55,8.88,33.67,66.0
7994,30.07,41.11,0.54,7.58,37.6,75.0
7995,31.77,37.25,0.66,8.59,40.81,69.0
7996,28.76,36.5,0.75,7.95,42.77,70.0
7997,32.77,39.9,0.76,7.56,41.89,77.0
7998,36.04,40.44,0.8,7.76,39.75,79.0
7999,36.07,39.17,0.78,9.38,33.48,72.0
8000,32.11,56.73,0.69,8.89,40.81,74.0
8001,37.96,53.17,0.65,10.87,48.92,86.0
8002,35.78,48.19,0.73,9.96,36.31,79.0
8003,29.92,37.54,0.57,8.92,33.96,68.0
8004,29.96,45.23,0.73,9.27,40.21,66.0
8005,40.64,72.38,0.88,7.76,33.14,98.0
8006,44.99,61.93,0.8,6.98,36.49,81.0
8007,36.12,58.79,0.67,6.81,28.44,72.0
8008,25.82,52.79,0.85,7.74,33.07,77.0
8009,29.09,59.11,0.59,7.04,37.5,72.0
8010,22.71,64.4,0.56,6.06,31.9,84.0
8011,22.36,60.94,0.57,6.39,41.17,79.0
8012,14.86,62.23,0.51,5.92,21.17,73.0
8013,30.21,72.56,0.62,6.13,22.99,96.0
8014,33.51,77.9,0.65,6.33,23.33,94.0
8015,24.33,75.48,0.64,6.07,20.31,97.0
8016,28.44,76.13,0.64,6.0,20.91,94.0
8017,26.69,73.74,0.66,6.12,19.43,97.0
8018,23.63,77.42,0.67,6.73,19.79,93.0
8019,18.61,69.98,0.68,6.83,16.86,93.0
8020,18.04,74.56,0.69,6.98,17.59,94.0
8021,21.95,71.08,0.7,7.23,19.37,95.0
8022,18.13,67.03,0.73,7.11,22.63,85.0
8023,24.89,70.55,0.76,6.35,19.03,89.0
8024,23.39,48.04,0.75,6.45,23.64,76.0
8025,24.05,41.16,0.84,6.42,23.09,54.0
8026,21.5,26.92,0.85,6.28,23.81,49.0
8027,19.22,39.38,1.48,6.41,19.23,79.0
8028,25.32,36.82,1.46,6.32,17.1,77.0
8029,25.28,41.92,1.49,6.38,20.16,78.0
8030,29.15,42.91,1.53,6.1,20.58,80.0
8031,30.56,44.39,1.48,6.07,22.73,78.0
8032,23.97,33.82,1.42,6.12,27.27,75.0
8033,23.76,38.93,1.4,6.24,22.64,74.0
8034,26.23,44.79,1.42,6.48,18.95,74.0
8035,28.38,32.78,0.95,6.32,21.9,70.0
8036,23.91,7.14,0.08,6.21,16.71,47.0
8037,18.02,21.38,0.89,5.84,23.26,49.0
8038,27.35,22.21,0.84,5.88,21.61,45.0
8039,19.54,14.92,0.86,5.66,25.1,44.0
8040,19.0,20.91,0.88,5.89,23.83,47.0
8041,16.73,18.03,0.95,6.01,27.28,48.0
8042,30.42,8.5,0.95,5.99,17.44,51.0
8043,25.23,19.41,0.92,5.83,18.08,48.0
8044,13.65,54.71,0.82,5.39,13.62,47.0
8045,20.53,48.03,0.95,6.63,15.52,49.0
8046,20.88,43.93,0.88,6.65,14.93,47.0
8047,24.92,47.95,0.9,6.84,17.48,46.0
8048,24.78,51.12,0.9,6.75,16.71,50.0
8049,29.83,53.47,0.94,6.44,15.53,50.0
8050,26.1,48.95,0.92,5.81,17.48,54.0
8051,16.62,53.72,0.97,5.64,21.05,50.0
8052,24.84,57.03,1.04,5.71,16.23,61.0
8053,11.86,50.9,0.97,5.33,17.97,63.0
8054,12.58,44.61,0.99,5.62,20.58,53.0
8055,12.65,44.64,0.99,5.4,17.53,51.0
8056,13.26,36.68,1.01,5.54,16.14,52.0
8057,11.31,36.03,1.0,5.56,13.24,52.0
8058,10.31,39.37,1.0,5.69,13.28,52.0
8059,12.59,38.04,1.02,5.79,14.03,53.0
8060,11.43,35.27,1.06,5.54,17.02,55.0
8061,18.21,40.31,0.8,6.43,20.68,54.0
8062,18.67,46.44,0.42,6.71,12.87,37.0
8063,19.26,48.04,0.43,6.12,11.1,35.0
8064,15.04,39.0,0.45,6.79,12.35,30.0
8065,13.03,46.65,0.49,6.8,12.38,32.0
8066,13.7,42.57,0.49,6.62,11.23,34.0
8067,9.79,33.38,0.49,6.32,11.52,27.0
8068,16.44,39.03,0.51,6.2,11.71,27.0
8069,13.99,39.15,0.51,5.73,13.0,28.0
8070,15.65,47.1,0.54,5.69,10.79,32.0
8071,17.2,41.69,0.53,5.8,11.0,34.0
8072,15.8,42.98,0.53,5.49,10.25,32.0
8073,15.52,35.4,0.52,5.48,11.98,29.0
8074,8.32,36.65,0.48,5.86,10.2,26.0
8075,16.23,37.53,0.54,5.89,12.13,28.0
8076,17.74,45.99,0.59,6.25,12.35,31.0
8077,19.89,50.96,0.61,6.05,11.72,38.0
8078,18.81,50.45,0.61,6.03,11.49,44.0
8079,12.81,53.12,0.59,6.07,11.68,45.0
8080,11.81,40.84,0.57,6.04,15.42,34.0
8081,14.04,44.77,0.57,5.88,11.45,32.0
8082,16.26,49.22,0.61,6.19,10.09,41.0
8083,14.21,39.15,0.59,5.59,13.85,33.0
8084,313.22,36.39,15.2,9.25,41.68,472.0
8085,186.18,32.87,9.54,6.65,29.97,454.0
8086,87.18,30.31,10.61,2.65,19.71,143.0
8087,151.84,36.91,11.54,4.63,25.36,319.0
8088,146.6,34.92,9.2,3.33,23.2,325.0
8089,149.58,37.84,9.44,3.66,26.83,318.0
8090,217.87,40.15,9.78,5.82,28.96,353.0
8091,229.9,43.16,11.01,3.31,30.51,383.0
8092,201.66,38.56,11.09,3.48,32.94,375.0
8093,221.02,46.39,9.7,5.91,34.12,376.0
8094,205.41,47.29,10.98,5.54,50.37,379.0
8095,212.41,44.71,9.3,5.17,40.08,375.0
8096,197.61,45.88,11.52,5.95,39.54,366.0
8097,164.39,41.17,10.32,4.85,42.05,353.0
8098,166.19,56.7,10.81,6.94,43.25,340.0
8099,174.98,49.41,11.46,4.69,34.7,356.0
8100,196.46,53.04,8.87,5.13,25.77,360.0
8101,201.51,53.77,8.99,5.43,23.22,370.0
8102,183.35,39.88,9.02,4.21,25.34,362.0
8103,165.63,34.23,8.03,4.11,22.69,340.0
8104,159.54,22.56,9.01,7.05,18.56,338.0
8105,143.68,21.82,10.58,8.64,6.94,332.0
8106,128.73,17.35,8.74,6.77,10.91,254.0
8107,164.98,15.77,9.39,8.89,9.35,324.0
8108,148.59,20.83,11.44,5.96,16.65,333.0
8109,129.34,25.66,10.19,6.78,18.18,292.0
8110,154.2,30.39,10.36,6.42,17.11,318.0
8111,134.6,28.6,10.21,5.21,15.23,295.0
8112,173.13,38.34,11.74,5.53,16.29,327.0
8113,178.04,38.43,11.58,6.43,14.91,345.0
8114,158.59,41.36,8.7,5.03,17.51,334.0
8115,211.59,58.17,13.08,9.9,23.28,358.0
8116,163.64,37.25,10.59,5.31,28.38,349.0
8117,157.71,31.05,8.21,5.64,28.56,334.0
8118,137.26,29.69,9.11,5.06,15.07,313.0
8119,131.76,36.51,8.18,4.85,21.7,262.0
8120,151.6,67.0,5.51,9.13,33.92,303.0
8121,160.75,57.69,10.28,6.91,43.44,329.0
8122,145.34,50.39,5.39,8.66,30.43,323.0
8123,134.67,39.18,5.11,9.7,20.62,266.0
8124,153.07,42.2,10.88,5.81,19.02,319.0
8125,116.91,53.63,12.64,7.54,27.17,334.0
8126,177.98,42.73,13.75,9.2,25.58,342.0
8127,167.01,44.61,11.26,7.77,27.62,341.0
8128,193.96,53.81,11.73,9.36,34.22,377.0
8129,184.06,58.15,13.78,9.13,40.91,391.0
8130,152.62,44.22,11.55,6.79,34.36,358.0
8131,161.27,25.4,10.3,5.6,41.62,327.0
8132,188.2,60.29,16.23,8.65,36.54,365.0
8133,159.97,40.51,13.11,5.08,31.88,352.0
8134,144.12,34.71,11.45,5.93,31.61,317.0
8135,155.38,45.11,14.21,12.24,30.11,320.0
8136,124.1,31.83,9.73,5.68,27.19,279.0
8137,141.39,38.23,9.29,9.43,36.86,281.0
8138,170.16,48.4,14.17,9.28,37.39,354.0
8139,148.19,29.28,14.13,5.94,31.57,340.0
8140,140.78,20.95,13.61,6.98,28.72,323.0
8141,130.42,24.75,12.78,12.12,34.08,315.0
8142,105.86,20.65,11.8,12.48,41.38,310.0
8143,71.83,21.42,11.62,10.99,22.51,324.0
8144,53.71,13.43,10.19,3.21,22.08,226.0
8145,83.49,23.75,11.72,5.07,20.83,266.0
8146,91.07,24.28,10.64,4.68,25.83,200.0
8147,106.57,31.12,9.36,5.97,32.88,275.0
8148,101.75,26.59,10.55,5.96,33.67,322.0
8149,77.57,19.15,9.48,5.18,23.09,216.0
8150,63.24,20.35,8.19,3.98,20.71,108.0
8151,76.62,18.21,9.02,4.2,22.85,197.0
8152,86.7,18.82,7.98,3.84,25.87,238.0
8153,104.29,25.63,10.76,6.3,29.62,274.0
8154,115.93,32.29,11.3,7.03,35.05,315.0
8155,108.66,30.75,10.23,10.65,34.05,307.0
8156,67.94,29.78,9.18,10.14,23.39,208.0
8157,38.89,17.76,8.23,4.25,22.0,165.0
8158,45.39,17.14,7.87,8.8,25.55,188.0
8159,55.55,20.96,10.45,7.19,23.11,217.0
8160,50.59,16.6,7.83,3.6,27.5,191.0
8161,69.51,23.77,7.89,4.97,27.07,240.0
8162,96.62,29.04,9.59,6.66,29.01,229.0
8163,96.28,29.21,8.82,7.31,25.97,248.0
8164,72.2,20.27,8.5,4.4,25.48,204.0
8165,78.47,23.04,8.6,4.07,27.1,271.0
8166,91.87,30.01,10.1,7.35,34.78,290.0
8167,107.26,33.82,11.69,11.82,45.78,340.0
8168,109.78,33.02,12.67,9.3,40.0,358.0
8169,62.27,24.76,9.29,10.91,31.08,287.0
8170,102.22,29.41,10.47,17.16,40.23,323.0
8171,104.36,33.86,14.42,16.92,32.84,360.0
8172,44.19,17.6,9.58,7.75,26.81,268.0
8173,55.66,20.13,9.56,9.34,34.15,283.0
8174,112.86,32.71,10.15,19.48,38.45,309.0
8175,78.51,20.54,6.72,14.37,35.54,249.0
8176,66.52,18.47,8.24,10.62,24.85,245.0
8177,62.56,24.96,5.52,12.94,27.98,229.0
8178,78.61,27.75,7.97,16.72,40.79,234.0
8179,119.7,32.83,11.01,16.63,30.32,343.0
8180,66.09,24.47,7.29,8.34,43.23,262.0
8181,95.34,34.72,9.28,17.99,61.68,308.0
8182,63.57,35.15,6.57,10.48,35.18,293.0
8183,96.56,52.77,4.63,15.8,59.88,290.0
8184,131.39,59.52,5.84,21.5,73.72,375.0
8185,75.35,45.3,7.73,13.08,49.21,293.0
8186,86.49,50.3,3.67,14.99,62.52,247.0
8187,77.07,42.65,6.85,14.04,55.44,232.0
8188,98.79,47.41,11.65,13.75,31.14,316.0
8189,81.81,44.06,5.94,21.44,59.29,295.0
8190,65.78,40.09,7.38,14.34,54.47,246.0
8191,119.82,51.11,8.21,17.21,65.72,378.0
8192,125.53,64.73,8.84,18.02,65.08,406.0
8193,121.51,60.41,6.75,20.98,87.04,392.0
8194,114.5,50.7,6.84,19.38,74.49,391.0
8195,101.83,55.27,7.36,19.29,69.41,368.0
8196,118.57,76.46,6.58,21.81,76.14,365.0
8197,143.22,88.61,6.42,26.89,89.42,383.0
8198,106.76,58.87,6.75,17.56,93.54,367.0
8199,65.36,31.23,8.44,12.67,77.43,334.0
8200,67.08,35.54,4.76,11.92,70.74,258.0
8201,81.37,34.88,4.67,13.97,70.42,234.0
8202,63.76,42.98,7.16,13.98,61.86,257.0
8203,60.56,43.9,7.33,12.85,60.18,259.0
8204,76.1,42.99,7.63,13.1,53.16,279.0
8205,72.66,62.09,9.46,16.16,43.06,312.0
8206,121.94,83.3,11.95,19.43,41.71,372.0
8207,108.98,85.5,8.08,17.53,37.7,387.0
8208,145.99,107.85,6.65,26.0,50.27,408.0
8209,171.33,87.88,7.1,25.26,92.66,398.0
8210,117.76,63.18,9.64,24.63,75.6,403.0
8211,90.66,56.54,6.65,20.79,74.84,361.0
8212,106.4,63.57,9.35,18.15,76.38,378.0
8213,101.21,57.51,10.6,16.92,67.97,381.0
8214,97.57,42.7,8.79,15.11,87.93,388.0
8215,96.34,43.04,6.27,10.84,83.43,346.0
8216,83.42,48.61,8.14,9.08,55.62,328.0
8217,78.06,42.22,7.24,10.42,57.1,291.0
8218,97.87,63.55,10.81,15.02,77.87,396.0
8219,77.52,75.5,6.17,15.03,73.24,297.0
8220,97.16,57.63,8.4,20.15,70.29,345.0
8221,66.85,47.64,7.46,15.04,79.02,296.0
8222,89.85,75.47,8.04,14.58,79.55,319.0
8223,67.41,52.69,6.11,20.3,57.17,282.0
8224,75.54,53.03,8.25,14.85,42.61,352.0
8225,67.91,56.84,8.32,14.77,64.34,338.0
8226,69.02,52.79,7.06,10.73,66.63,321.0
8227,79.1,56.29,8.56,18.96,60.08,295.0
8228,117.27,60.65,7.66,11.78,95.72,344.0
8229,96.09,51.77,5.25,9.9,79.4,337.0
8230,84.71,70.43,8.54,17.48,80.71,355.0
8231,182.76,72.67,6.89,14.33,83.33,371.0
8232,106.61,64.94,8.48,12.9,76.1,414.0
8233,92.68,65.26,7.59,17.68,69.95,366.0
8234,73.62,41.86,7.12,13.08,87.47,346.0
8235,49.42,48.55,5.03,9.96,72.89,289.0
8236,52.51,54.29,6.67,6.73,56.2,297.0
8237,65.28,65.25,4.98,6.31,41.92,268.0
8238,85.45,62.38,3.83,5.53,63.0,259.0
8239,83.02,62.63,11.36,4.12,52.03,327.0
8240,44.54,46.37,11.94,7.37,37.09,384.0
8241,85.03,77.07,3.51,9.53,88.63,299.0
8242,137.7,109.34,1.56,10.44,86.2,282.0
8243,136.05,76.88,1.38,8.84,58.0,442.0
8244,63.77,31.27,2.58,5.91,56.84,309.0
8245,115.57,32.99,1.24,6.02,138.5,270.0
8246,83.29,36.36,1.19,5.52,68.6,239.0
8247,73.7,52.9,1.36,5.34,53.02,214.0
8248,74.56,68.76,1.35,5.33,60.88,166.0
8249,106.11,72.79,1.62,6.3,86.86,234.0
8250,132.21,81.57,1.73,6.16,82.42,331.0
8251,123.56,70.96,1.57,6.95,74.01,327.0
8252,132.21,94.25,1.82,9.31,87.24,313.0
8253,110.65,65.21,1.38,7.8,76.58,284.0
8254,80.31,52.7,1.29,10.22,69.37,239.0
8255,59.73,50.78,1.59,6.11,52.78,149.0
8256,85.4,58.88,1.34,6.18,59.49,172.0
8257,101.99,61.18,1.41,7.9,77.04,226.0
8258,126.07,60.31,1.37,8.09,83.13,261.0
8259,37.59,44.72,1.25,7.67,46.7,188.0
8260,76.0,46.88,1.04,6.84,60.99,192.0
8261,69.46,38.55,1.01,7.28,53.19,207.0
8262,79.84,47.19,1.13,7.53,58.34,219.0
8263,48.5,38.37,1.07,7.74,52.21,193.0
8264,53.79,46.06,1.05,9.15,58.33,170.0
8265,57.99,49.64,1.06,8.88,61.42,185.0
8266,67.12,52.45,1.12,6.86,61.7,220.0
8267,65.25,37.09,0.99,8.91,59.66,225.0
8268,88.75,35.54,0.98,7.24,56.61,250.0
8269,135.92,36.89,1.17,6.42,58.36,282.0
8270,60.27,44.07,1.1,7.91,58.07,298.0
8271,52.2,51.7,1.34,7.82,53.72,175.0
8272,67.92,52.69,1.17,7.94,53.94,217.0
8273,65.95,53.39,1.4,7.86,42.58,234.0
8274,47.68,46.71,1.26,8.97,35.79,188.0
8275,29.08,51.39,7.23,8.61,54.03,253.0
8276,32.29,32.77,1.27,7.15,40.41,198.0
8277,36.68,37.71,1.3,8.11,37.7,148.0
8278,44.48,43.46,1.3,8.04,46.71,141.0
8279,63.79,38.05,1.07,9.62,52.2,218.0
8280,77.2,36.72,1.02,10.29,72.44,268.0
8281,77.99,42.07,1.88,12.46,61.43,232.0
8282,71.11,48.79,1.84,10.77,56.32,204.0
8283,67.39,52.87,1.28,10.4,59.05,220.0
8284,49.58,62.37,1.24,10.17,61.55,223.0
8285,40.97,46.3,1.14,12.19,46.98,218.0
8286,38.97,41.41,2.73,20.43,44.49,165.0
8287,34.02,39.98,2.42,16.71,49.72,155.0
8288,46.13,43.99,0.98,16.01,47.11,154.0
8289,46.01,42.86,1.0,15.58,45.9,184.0
8290,29.81,30.66,0.81,15.09,40.73,150.0
8291,22.82,33.21,0.83,12.69,36.65,125.0
8292,24.69,40.25,0.74,7.61,38.49,160.0
8293,29.04,35.69,0.66,9.68,35.89,142.0
8294,25.76,32.96,1.2,9.49,26.26,181.0
8295,37.85,35.9,1.6,9.7,36.57,196.0
8296,41.32,35.14,1.08,10.8,41.27,181.0
8297,47.81,37.96,0.82,10.27,46.38,213.0
8298,56.02,40.17,0.78,8.75,45.97,175.0
8299,54.46,46.74,1.21,9.72,56.88,184.0
8300,59.13,52.78,1.67,10.41,54.66,228.0
8301,65.47,52.51,1.17,10.73,60.57,214.0
8302,64.58,48.24,1.75,10.22,68.17,254.0
8303,70.05,50.51,2.26,7.68,62.76,258.0
8304,55.51,39.47,1.24,5.83,45.4,244.0
8305,82.27,45.46,1.43,6.9,61.52,209.0
8306,77.04,49.43,2.11,6.23,62.67,283.0
8307,52.45,45.71,1.3,6.69,55.37,223.0
8308,61.66,52.76,1.16,9.82,80.63,205.0
8309,65.67,50.96,1.52,10.82,69.27,252.0
8310,51.4,44.4,0.94,10.53,44.93,198.0
8311,55.71,48.39,1.06,10.46,44.79,197.0
8312,61.84,44.41,1.09,11.22,45.05,184.0
8313,60.65,56.15,1.02,12.39,48.86,197.0
8314,34.42,36.47,0.87,9.63,38.86,140.0
8315,40.83,32.0,0.78,11.59,42.13,232.0
8316,50.97,35.87,1.12,12.09,57.47,271.0
8317,46.74,40.28,0.9,9.56,52.48,207.0
8318,44.67,33.76,0.78,9.53,33.94,127.0
8319,37.39,44.61,0.97,10.67,38.73,123.0
8320,52.06,39.88,0.93,9.12,44.9,175.0
8321,57.52,37.85,1.08,9.36,40.43,245.0
8322,61.47,40.41,1.35,10.59,56.61,248.0
8323,77.76,50.74,1.64,11.92,64.07,247.0
8324,68.53,49.3,1.09,11.11,65.56,292.0
8325,57.85,39.84,1.11,10.39,62.61,266.0
8326,51.67,32.53,0.96,12.77,60.73,288.0
8327,73.78,27.42,1.28,10.45,61.33,210.0
8328,97.63,29.16,1.14,10.79,72.47,298.0
8329,99.5,35.31,1.17,9.82,72.94,315.0
8330,97.31,41.7,1.36,14.94,71.5,368.0
8331,76.43,29.5,1.38,16.93,56.59,266.0
8332,61.69,27.81,1.19,16.71,49.32,174.0
8333,55.19,35.49,1.04,12.97,52.24,199.0
8334,63.79,38.36,1.07,10.92,61.95,217.0
8335,58.48,36.2,1.02,11.57,68.21,238.0
8336,60.29,42.1,1.06,11.53,68.49,230.0
8337,67.35,46.81,1.13,10.98,68.81,218.0
