PM2.5,NO2,CO,SO2,O3,AQI
37.43,10.9,0.0,3.32,21.35,197.0
26.43,10.84,0.06,5.55,31.85,87.0
88.83,10.79,0.01,4.13,35.43,110.0
29.53,9.94,0.0,3.89,34.4,109.0
25.53,9.57,0.0,3.4,28.81,59.0
35.25,7.12,0.02,2.49,25.43,57.0
36.76,9.22,0.03,2.37,33.27,65.0
52.62,11.96,0.02,2.4,37.74,80.0
80.48,11.8,0.0,2.98,34.13,137.0
74.46,11.05,0.0,3.46,29.09,158.0
60.44,10.84,0.03,2.76,28.02,131.0
39.11,9.93,0.0,2.68,16.24,86.0
35.04,9.35,0.0,3.47,15.58,61.0
37.42,9.94,0.09,4.92,20.26,80.0
35.34,9.03,0.11,5.27,14.06,57.0
34.69,9.52,0.02,4.96,13.8,60.0
37.57,9.53,0.05,5.46,19.82,65.0
44.33,9.79,0.02,5.23,38.56,71.0
40.56,9.79,0.03,4.67,23.51,75.0
48.62,9.41,0.03,4.61,21.86,67.0
36.85,9.91,0.02,4.84,21.17,80.0
41.16,10.42,0.06,4.37,30.17,65.0
61.68,11.13,0.01,4.23,25.51,80.0
34.28,11.8,0.0,3.71,26.34,89.0
53.6,11.75,0.01,3.99,38.21,67.0
67.15,10.53,0.0,4.05,40.63,117.0
37.05,7.8,0.0,3.24,17.3,107.0
49.49,9.04,0.06,4.59,24.36,83.0
45.09,9.21,0.03,4.65,19.26,76.0
61.73,9.72,0.1,4.81,23.92,87.0
55.89,10.67,0.12,4.88,39.32,106.0
72.65,10.7,0.12,4.92,52.16,111.0
75.8,10.71,0.06,4.84,42.61,192.0
91.14,11.27,0.0,4.78,31.95,125.0
68.14,9.96,0.03,4.97,29.14,184.0
89.0,10.87,0.03,6.35,45.42,152.0
81.33,11.45,0.08,9.05,53.37,184.0
82.7,11.59,0.02,7.47,51.13,210.0
62.54,14.4,0.06,7.25,39.09,125.0
51.38,11.44,0.06,7.33,33.19,96.0
60.21,11.17,0.09,7.76,32.11,93.0
59.63,10.99,0.08,6.62,28.98,97.0
56.7,10.05,0.04,7.91,39.2,104.0
61.92,13.12,0.03,8.53,20.36,99.0
43.89,9.75,0.0,6.4,43.9,101.0
40.4,10.07,0.04,7.09,34.38,76.0
34.05,9.31,0.01,6.09,24.3,64.0
37.71,9.96,0.01,7.31,19.53,58.0
43.64,10.24,0.04,7.45,18.54,62.0
40.54,10.08,0.01,7.89,20.81,76.0
44.14,10.11,0.0,7.15,25.06,67.0
38.85,10.74,0.0,8.14,21.04,74.0
44.08,11.47,0.02,7.29,33.65,72.0
34.59,12.01,0.06,7.1,40.3,79.0
47.85,14.43,0.17,6.96,62.21,105.0
27.0,13.55,0.3,7.81,25.64,79.0
46.29,11.12,0.12,6.82,21.21,67.0
36.62,11.88,0.03,10.08,27.28,70.0
60.49,19.11,0.04,10.84,47.07,94.0
73.27,12.14,0.18,7.98,81.71,165.0
64.22,12.9,0.16,8.24,72.36,194.0
86.49,12.77,0.25,7.23,48.88,139.0
131.2,15.75,0.24,6.77,63.11,262.0
86.94,17.09,0.18,7.5,61.8,276.0
63.82,16.73,0.19,7.89,74.87,165.0
71.68,13.78,0.13,6.47,71.02,159.0
50.12,14.43,0.12,7.48,46.83,113.0
86.59,16.81,0.12,8.58,64.78,137.0
100.14,19.88,0.18,8.56,41.86,191.0
65.53,21.28,0.18,10.43,55.31,231.0
71.65,19.55,0.26,9.51,50.56,167.0
60.4,15.21,0.07,10.36,57.04,144.0
46.27,16.67,0.12,10.28,60.64,123.0
57.25,16.49,0.15,7.5,29.6,90.0
43.31,15.45,0.07,7.09,32.19,90.0
43.14,14.58,0.12,6.97,33.55,80.0
44.66,14.54,0.09,6.28,45.19,91.0
56.39,15.56,0.0,6.81,39.97,91.0
40.58,14.01,0.01,7.38,43.42,102.0
41.33,6.23,0.0,5.91,59.32,120.0
38.61,10.78,0.0,5.37,33.1,92.0
41.32,10.67,0.03,5.81,25.05,72.0
37.63,10.75,0.07,6.22,17.67,95.0
41.44,10.59,0.05,5.31,11.65,80.0
41.41,10.46,0.11,6.53,14.69,70.0
46.32,10.47,0.06,5.64,15.64,77.0
30.88,10.68,0.0,6.28,17.26,66.0
35.9,12.2,0.05,6.11,20.7,73.0
38.33,10.32,0.02,6.21,28.07,60.0
41.07,10.36,0.02,8.61,34.87,81.0
48.23,10.37,0.03,3.58,35.61,69.0
49.47,10.3,0.08,3.5,31.69,82.0
43.64,10.41,0.0,3.12,31.69,84.0
38.35,10.3,0.0,4.55,37.9,74.0
50.48,9.93,0.07,4.91,29.2,71.0
45.95,9.08,0.05,4.05,26.21,76.0
51.81,7.71,0.0,4.1,38.32,91.0
43.94,19.32,0.03,4.61,26.43,77.0
46.72,21.73,0.02,4.18,27.92,79.0
51.02,15.59,0.11,4.67,24.3,93.0
41.41,17.67,0.0,7.74,20.75,75.0
45.53,16.51,0.0,4.51,23.89,73.0
47.32,16.28,0.02,4.67,24.61,76.0
39.61,10.78,0.09,4.65,20.31,71.0
48.43,7.46,0.0,4.34,14.01,81.0
56.49,14.49,0.06,4.63,24.55,116.0
62.74,15.18,0.02,4.54,34.7,109.0
47.17,14.32,0.04,4.62,26.47,92.0
37.6,16.97,0.05,4.87,10.34,74.0
46.61,32.3,0.0,4.69,23.07,63.0
42.38,20.71,0.01,4.5,24.43,77.0
53.45,18.63,0.03,11.84,29.22,119.0
59.81,7.7,0.17,4.72,14.07,94.0
52.28,11.85,0.02,4.57,25.97,104.0
42.48,15.05,0.03,4.24,28.01,76.0
62.34,16.03,0.02,4.24,23.74,92.0
28.72,15.59,0.14,4.59,15.57,85.0
62.64,14.88,0.1,4.62,17.01,96.0
48.22,14.58,0.07,4.81,19.64,84.0
63.29,14.88,0.19,4.83,22.59,86.0
46.96,14.46,0.03,4.9,18.16,99.0
45.1,13.78,0.13,4.63,17.79,80.0
37.98,12.86,0.2,5.47,18.01,78.0
48.24,12.27,0.02,4.71,20.05,73.0
41.12,12.26,0.03,4.75,24.56,70.0
86.01,12.58,0.02,4.68,20.82,117.0
50.07,12.48,0.02,4.56,21.32,131.0
37.84,12.22,0.0,4.52,27.78,77.0
112.23,12.32,0.05,4.77,22.76,169.0
94.7,12.39,0.05,4.67,19.56,203.0
92.04,12.23,0.07,4.66,19.21,221.0
51.29,12.4,0.03,4.81,23.46,164.0
49.33,11.1,0.05,4.75,36.31,85.0
40.62,11.13,0.03,4.88,22.94,74.0
45.56,10.97,0.0,5.09,32.14,81.0
28.16,11.12,0.05,4.91,30.77,73.0
74.6,10.95,0.03,4.64,45.06,82.0
68.25,10.96,0.1,5.02,30.2,144.0
29.95,10.95,0.33,4.99,29.56,120.0
42.18,10.99,0.49,5.3,23.14,84.0
30.69,10.98,0.65,5.32,31.21,149.0
38.43,11.16,0.85,4.82,50.34,202.0
39.48,11.43,0.56,5.29,15.12,96.0
33.9,11.38,0.5,4.76,43.31,96.0
31.33,11.41,0.02,5.06,39.0,71.0
27.71,11.5,0.0,3.73,13.38,48.0
46.18,11.49,0.05,3.69,27.68,61.0
42.11,11.83,0.0,4.45,18.79,82.0
23.87,12.5,0.0,4.82,19.55,55.0
52.24,11.81,0.26,5.45,18.83,80.0
34.61,10.35,0.59,4.65,14.91,86.0
39.27,10.36,0.6,4.73,19.78,101.0
42.01,10.3,0.37,5.8,14.83,99.0
29.83,13.63,0.59,5.05,13.04,90.0
36.03,15.48,0.63,5.59,14.83,86.0
32.77,10.62,0.87,5.43,13.46,91.0
56.97,11.07,0.44,4.64,13.89,91.0
41.58,12.14,0.53,5.23,16.03,81.0
34.32,11.56,0.52,5.08,17.52,81.0
79.2,8.35,0.27,5.25,28.73,109.0
37.1,9.64,0.24,5.26,33.28,127.0
61.29,10.22,0.42,5.12,29.77,92.0
40.37,10.36,0.27,4.91,40.89,93.0
37.18,11.24,0.3,4.92,35.94,84.0
48.82,9.9,0.2,4.76,33.32,86.0
34.52,11.05,0.22,4.65,45.44,93.0
39.0,11.17,0.32,4.46,52.5,82.0
69.85,8.37,0.32,4.36,57.04,136.0
31.96,9.0,0.23,4.04,50.32,104.0
27.78,9.08,0.21,3.83,33.91,78.0
28.24,8.75,0.29,3.53,19.78,82.0
19.53,8.49,0.37,8.1,23.26,84.0
18.22,8.52,0.27,14.81,33.22,73.0
28.14,8.67,0.19,8.11,33.73,64.0
40.87,12.11,0.23,6.82,32.25,68.0
33.66,9.45,0.4,6.2,13.16,79.0
29.41,9.36,0.36,7.94,33.18,73.0
36.17,10.03,0.22,12.73,19.31,77.0
36.71,9.87,0.32,7.75,27.23,77.0
25.13,10.09,0.23,10.15,17.7,77.0
25.17,10.02,0.32,5.36,19.6,67.0
32.9,10.36,0.25,5.74,20.92,68.0
39.01,6.04,0.13,7.53,25.78,67.0
31.68,10.35,0.11,16.84,28.07,71.0
49.34,9.66,0.25,22.92,30.08,87.0
65.67,8.67,0.07,9.82,42.39,98.0
85.36,12.25,0.16,14.17,37.77,137.0
49.27,32.29,0.19,16.49,27.56,156.0
69.26,24.7,0.12,18.8,32.34,116.0
51.96,27.26,0.37,25.33,21.74,104.0
50.0,23.67,0.28,21.76,22.01,106.0
44.9,15.34,0.25,50.51,30.37,81.0
29.8,15.25,0.34,22.92,35.78,78.0
25.58,14.93,0.41,11.61,23.47,66.0
16.59,12.88,0.11,8.99,31.28,62.0
25.6,13.93,0.77,19.68,30.05,58.0
20.75,15.77,0.44,21.41,16.24,62.0
25.51,14.73,0.2,16.78,33.99,78.0
38.5,15.1,0.44,12.15,29.66,68.0
40.16,14.14,0.17,10.46,24.72,75.0
35.37,14.77,0.09,10.51,35.85,75.0
35.94,15.45,0.25,14.28,35.88,77.0
52.2,15.98,0.12,5.18,28.71,89.0
41.34,20.16,0.29,7.64,40.74,94.0
35.8,20.18,1.06,3.49,33.92,86.0
44.53,22.36,1.74,14.37,11.17,146.0
56.36,21.73,0.48,13.82,24.98,90.0
37.27,17.74,0.45,11.79,17.31,83.0
35.62,18.88,0.58,10.98,9.19,77.0
68.01,19.66,0.73,9.8,6.88,76.0
193.3,24.61,0.77,22.85,26.01,277.0
226.74,26.9,0.96,25.11,45.95,431.0
57.62,19.36,0.54,8.8,38.81,213.0
30.2,22.86,0.57,7.05,43.89,72.0
31.17,21.36,0.57,10.8,44.44,70.0
58.59,25.92,0.64,10.73,65.06,114.0
53.74,21.91,0.63,11.09,34.76,115.0
36.65,18.11,0.8,11.24,24.77,100.0
25.9,19.04,0.79,17.26,14.36,68.0
31.32,20.74,0.76,6.78,19.74,70.0
53.37,19.51,0.67,11.79,20.15,83.0
62.08,21.3,0.66,11.68,29.74,113.0
19.87,18.46,0.61,9.51,9.72,88.0
41.87,21.69,1.2,11.69,21.9,75.0
24.56,20.35,0.4,17.43,11.64,99.0
27.99,18.51,0.59,14.51,24.43,70.0
30.02,21.2,0.66,10.59,29.09,62.0
27.1,23.88,0.83,6.35,21.16,66.0
24.37,16.96,0.77,6.55,12.74,58.0
29.63,20.49,1.04,11.84,12.67,68.0
33.67,21.37,0.87,13.26,9.18,68.0
37.64,18.77,0.83,13.02,22.1,74.0
40.88,19.51,0.8,13.05,31.39,70.0
68.58,24.71,0.9,10.05,24.35,103.0
70.8,21.71,1.1,12.95,32.78,146.0
81.94,18.9,0.79,16.59,32.86,163.0
48.07,27.69,0.81,11.35,26.02,110.0
30.57,25.74,0.85,8.2,16.2,91.0
41.87,37.3,0.71,10.74,23.57,68.0
45.77,38.77,1.11,12.58,25.78,96.0
58.96,25.49,0.6,12.15,29.76,108.0
24.73,23.56,1.0,13.45,19.58,82.0
22.81,19.17,0.87,12.77,16.62,62.0
22.57,19.09,0.86,11.02,11.44,69.0
18.44,22.22,0.8,12.9,9.64,61.0
41.9,23.9,0.74,12.47,26.93,64.0
79.51,29.82,0.74,12.8,33.97,126.0
75.6,27.44,0.73,15.48,27.26,158.0
90.46,29.43,0.65,15.29,45.01,184.0
57.36,20.3,0.65,11.31,29.54,136.0
37.83,22.88,0.68,15.38,19.64,87.0
42.05,24.99,0.76,19.09,25.07,71.0
38.73,22.77,0.84,11.66,26.94,75.0
29.62,18.18,0.58,8.83,17.88,69.0
31.57,19.48,0.58,9.32,34.83,57.0
50.43,22.98,0.54,11.23,42.02,71.0
46.63,20.28,0.52,14.78,31.4,90.0
43.1,20.66,0.57,20.97,26.7,86.0
34.52,23.6,0.7,10.72,30.04,76.0
38.1,24.27,0.67,14.01,40.77,70.0
94.87,27.5,0.47,17.67,40.88,143.0
73.06,30.39,0.0,14.6,47.78,175.0
77.29,31.89,0.0,12.04,38.98,156.0
79.19,25.72,0.15,9.89,45.45,163.0
70.02,20.47,0.26,7.67,55.0,153.0
59.77,23.37,0.31,6.1,28.49,126.0
45.88,16.18,0.27,9.12,19.15,93.0
46.3,18.6,0.23,13.19,15.41,81.0
59.7,21.82,0.35,11.93,27.65,95.0
53.21,26.4,0.17,7.92,52.58,107.0
50.08,18.91,0.09,8.69,68.71,102.0
47.66,21.38,0.22,8.65,66.46,97.0
41.07,25.36,0.22,21.79,61.01,91.0
45.39,27.36,0.22,11.48,35.3,78.0
52.1,21.58,0.34,10.75,25.9,93.0
62.7,23.85,0.24,13.33,24.92,109.0
38.95,24.36,0.14,13.21,25.37,89.0
51.21,23.99,0.24,15.53,25.72,83.0
53.02,21.51,0.3,8.9,24.74,88.0
79.72,25.27,0.29,14.59,37.33,113.0
82.28,23.92,0.1,13.05,58.63,186.0
64.49,28.09,0.09,11.39,38.43,148.0
52.37,28.73,0.22,12.13,35.45,95.0
53.72,20.64,0.28,8.92,19.64,108.0
48.28,12.16,0.17,6.62,26.74,77.0
51.16,13.63,0.03,6.0,28.82,89.0
58.46,14.95,0.0,8.23,17.19,94.0
56.26,17.75,0.0,12.77,26.41,105.0
113.21,18.64,0.0,11.75,40.16,184.0
76.77,17.43,0.0,16.44,31.36,176.0
76.4,17.86,0.0,29.31,42.57,158.0
62.12,15.6,0.0,17.55,50.15,136.0
75.69,16.08,0.0,14.31,48.76,124.0
55.3,14.02,0.39,20.33,50.51,121.0
66.55,14.84,1.15,10.64,18.73,96.0
79.23,18.07,0.94,11.52,26.63,179.0
82.65,17.84,0.98,12.57,31.97,156.0
164.37,20.65,1.23,19.38,20.49,258.0
76.62,14.82,0.93,20.61,28.71,207.0
68.45,11.26,0.89,13.78,40.6,147.0
74.62,11.0,0.9,12.31,42.88,134.0
71.04,16.94,0.83,26.45,33.83,161.0
67.8,20.78,0.76,23.22,44.7,129.0
70.06,20.38,0.64,29.85,52.91,164.0
68.89,22.48,0.68,34.03,51.59,140.0
85.98,20.48,0.6,33.72,57.39,180.0
70.63,20.41,0.68,13.69,40.29,167.0
80.58,19.77,0.62,9.92,38.16,149.0
80.11,21.32,0.7,12.56,28.97,164.0
84.31,21.0,0.9,9.64,37.25,187.0
74.03,18.96,0.83,6.7,51.81,172.0
79.6,19.89,0.89,7.26,40.58,161.0
71.53,18.29,0.78,6.72,53.46,165.0
73.21,18.74,0.82,8.17,56.87,155.0
68.01,22.09,0.79,11.98,52.14,148.0
72.05,23.76,0.86,17.29,49.48,159.0
66.15,22.16,0.79,14.37,37.94,135.0
78.68,19.5,0.95,8.5,45.96,167.0
74.22,21.27,0.83,6.93,32.07,164.0
37.64,17.68,0.75,5.65,40.93,123.0
38.01,20.26,0.79,6.64,34.94,79.0
44.18,23.45,0.95,8.16,20.1,94.0
33.44,19.56,0.94,6.16,16.92,78.0
34.52,20.56,1.05,6.61,20.76,78.0
49.07,18.92,1.03,5.6,14.02,107.0
50.86,20.61,0.97,6.64,29.6,113.0
52.68,17.7,0.91,6.47,22.69,131.0
46.07,16.23,0.85,5.97,28.55,88.0
76.41,19.55,1.0,7.42,27.95,130.0
55.38,22.9,1.0,7.06,40.05,138.0
63.06,21.91,0.97,11.88,40.81,99.0
57.82,16.26,0.85,9.95,38.51,119.0
55.81,13.41,1.05,7.69,42.39,113.0
70.43,15.41,0.79,8.49,47.51,133.0
67.83,14.05,0.8,9.71,33.17,150.0
63.29,15.79,0.74,9.94,35.85,118.0
74.3,14.74,0.75,10.16,28.4,146.0
59.12,14.41,0.73,10.97,26.36,118.0
50.3,13.99,0.68,8.95,23.75,95.0
48.95,12.06,0.75,9.72,23.03,88.0
31.53,11.05,0.71,12.04,20.43,73.0
48.05,12.98,0.75,12.92,24.98,76.0
73.78,15.12,0.66,10.04,45.08,117.0
95.58,15.61,0.66,9.39,32.1,182.0
100.8,11.85,0.76,10.14,50.02,234.0
52.34,11.84,0.7,9.72,40.18,138.0
49.83,12.93,0.76,10.37,50.51,115.0
60.18,13.37,0.72,9.28,33.49,113.0
43.63,10.82,0.69,7.71,24.97,93.0
48.43,12.83,0.69,8.42,26.86,83.0
68.14,16.63,0.86,5.79,33.84,113.0
82.38,22.6,0.8,9.39,33.49,174.0
61.5,16.09,0.84,7.73,39.55,126.0
70.08,16.87,0.75,7.81,33.76,128.0
59.66,15.41,0.75,12.98,45.47,128.0
93.32,14.81,1.03,12.55,17.77,118.0
30.74,12.19,1.02,7.09,18.79,153.0
26.74,15.1,0.99,7.06,14.83,74.0
30.99,17.35,0.95,7.31,13.35,69.0
26.1,17.5,0.98,5.73,14.79,78.0
37.93,21.89,1.09,8.57,19.13,81.0
53.22,18.04,0.88,20.78,26.31,89.0
50.29,18.55,0.99,10.23,24.22,88.0
65.17,17.18,0.94,11.81,21.59,108.0
56.5,19.74,1.18,9.22,21.6,115.0
45.69,18.66,1.35,7.46,28.59,93.0
56.79,17.43,0.98,3.84,32.94,94.0
66.3,13.95,1.14,5.9,37.83,127.0
51.92,11.45,1.11,3.54,25.78,117.0
50.55,17.56,1.09,9.39,21.06,109.0
51.77,19.36,1.07,7.14,12.2,109.0
26.35,20.71,1.31,4.51,14.1,90.0
22.93,21.13,0.91,5.95,20.3,70.0
34.85,17.4,0.88,6.74,31.36,69.0
39.89,17.85,0.82,6.34,52.63,75.0
45.25,18.58,0.79,7.76,62.76,86.0
29.45,21.64,0.74,6.52,46.55,67.0
27.82,18.82,0.78,6.48,38.27,68.0
36.15,22.47,0.97,5.81,55.15,71.0
38.02,19.4,1.07,7.03,56.64,81.0
38.53,23.13,0.91,6.96,46.24,103.0
35.94,18.76,0.59,4.99,42.24,84.0
24.52,16.5,0.58,11.9,46.15,62.0
26.0,18.95,0.51,28.17,53.25,70.0
36.7,15.68,0.78,30.67,23.9,66.0
29.62,18.65,0.77,20.43,26.55,66.0
26.52,17.92,0.85,6.2,20.72,61.0
43.91,23.73,0.92,5.03,16.83,63.0
22.23,20.28,0.86,4.51,23.02,61.0
16.69,18.36,0.74,3.97,24.7,59.0
21.91,20.35,0.9,4.74,23.77,61.0
22.75,21.92,1.06,3.34,24.69,62.0
41.36,21.77,0.87,3.88,24.28,56.0
27.35,23.87,0.93,3.44,28.49,71.0
36.7,23.67,0.82,4.3,31.08,65.0
31.87,24.81,0.85,3.77,34.68,66.0
31.22,20.92,0.8,3.78,32.97,55.0
38.58,21.53,0.78,3.35,31.38,65.0
51.52,23.98,0.85,4.11,27.93,76.0
41.31,22.21,0.85,3.37,27.55,78.0
44.01,26.2,0.81,5.12,29.81,89.0
42.33,31.66,0.88,5.02,22.95,74.0
29.34,33.17,0.82,4.86,15.65,62.0
32.08,31.66,0.84,3.63,25.58,59.0
42.57,40.82,0.8,3.97,29.47,68.0
50.73,98.77,1.71,3.39,41.65,92.0
62.94,70.0,0.91,5.4,57.07,112.0
52.76,32.62,0.71,7.39,45.4,111.0
76.95,73.31,0.77,4.36,40.29,127.0
37.39,79.04,0.8,4.32,24.41,128.0
39.42,39.13,0.73,5.11,30.79,77.0
48.75,36.82,0.78,20.65,45.6,75.0
22.47,39.54,0.74,9.24,23.39,77.0
15.55,47.0,1.37,6.74,30.84,94.0
22.62,30.4,0.93,7.95,23.49,80.0
23.19,27.47,1.1,5.67,23.89,70.0
20.7,25.94,1.18,6.1,17.65,74.0
28.08,23.98,1.2,6.18,26.54,77.0
25.14,24.3,1.15,6.23,34.08,71.0
27.68,25.39,1.24,6.55,33.99,79.0
27.85,25.05,1.27,6.31,17.05,81.0
23.7,24.77,1.16,7.82,19.95,82.0
48.5,25.61,0.86,5.65,44.79,70.0
35.46,23.85,0.86,6.8,48.23,81.0
35.53,22.6,0.85,7.94,26.21,66.0
42.6,23.98,0.8,6.83,29.4,64.0
52.89,32.72,0.81,6.22,43.92,82.0
42.53,24.14,0.84,6.03,33.92,84.0
40.25,24.44,0.78,6.28,33.21,73.0
28.46,21.67,0.86,6.2,24.94,64.0
38.2,20.58,0.88,6.46,38.06,65.0
51.13,20.89,0.86,5.25,51.17,79.0
47.54,19.46,0.82,5.48,43.95,77.0
46.07,20.06,0.84,5.4,39.32,88.0
44.17,20.48,0.84,6.2,43.58,82.0
56.1,20.55,0.82,5.1,50.16,85.0
57.69,23.83,0.81,4.68,43.0,98.0
64.65,23.29,0.84,4.91,43.99,124.0
50.69,22.96,0.85,6.62,47.96,98.0
52.68,22.99,0.76,6.78,42.95,83.0
42.26,22.66,0.77,6.24,34.07,86.0
50.38,25.11,0.88,5.87,24.65,79.0
34.9,22.5,0.83,5.12,27.19,66.0
36.28,21.78,0.79,6.26,25.31,71.0
41.3,20.74,0.82,5.8,32.32,67.0
33.79,19.98,0.79,6.33,33.45,73.0
41.09,23.47,0.74,5.87,23.99,73.0
43.9,23.69,0.8,6.19,25.17,88.0
45.77,32.22,0.85,5.75,26.51,88.0
50.27,24.55,0.8,5.64,23.98,91.0
66.88,21.03,0.82,5.95,31.37,97.0
49.62,21.35,0.83,4.42,28.32,114.0
59.7,23.76,0.78,4.97,32.73,86.0
48.19,23.43,0.78,6.27,29.86,99.0
52.41,20.36,0.81,6.21,25.66,90.0
57.34,26.73,0.79,5.71,15.15,104.0
60.06,20.06,0.8,5.9,25.05,107.0
57.98,20.51,0.79,5.65,27.11,107.0
61.21,21.55,0.79,4.85,31.31,102.0
55.1,19.88,0.81,5.48,31.74,109.0
61.59,21.68,0.8,6.06,27.59,101.0
61.34,21.88,0.8,5.28,31.3,112.0
76.53,20.83,0.81,5.84,25.83,133.0
54.64,20.9,0.81,5.57,29.89,127.0
57.46,21.91,0.81,5.21,30.33,98.0
81.3,20.79,0.78,6.16,40.22,135.0
68.11,19.07,0.79,5.51,35.33,150.0
87.21,19.61,0.87,6.51,36.67,150.0
54.36,18.16,0.88,5.53,25.71,159.0
53.97,19.43,0.86,5.74,23.34,93.0
55.84,21.43,0.84,5.91,18.21,97.0
78.46,23.44,0.9,5.73,13.72,128.0
54.32,24.81,0.84,4.83,16.05,135.0
53.66,20.86,0.83,6.22,23.4,80.0
62.38,19.03,0.78,5.42,19.44,106.0
56.32,19.54,0.82,5.36,17.08,103.0
49.15,19.78,0.77,6.56,13.87,97.0
44.79,19.71,0.8,6.04,11.27,77.0
45.82,23.06,0.77,5.81,13.4,84.0
47.78,20.11,0.78,4.79,15.14,76.0
50.76,19.19,0.78,5.74,15.06,92.0
43.0,18.5,0.73,5.79,16.12,79.0
37.08,21.86,0.85,7.06,20.24,66.0
41.77,21.3,0.82,11.13,22.81,69.0
47.86,20.18,0.81,7.33,16.08,79.0
40.3,20.54,0.77,6.12,18.83,71.0
46.01,20.42,0.79,6.79,18.61,70.0
55.78,19.34,0.83,8.48,21.63,87.0
50.08,19.84,0.74,6.89,18.07,101.0
49.87,20.72,0.81,6.18,19.22,87.0
35.67,20.48,0.81,8.34,14.35,68.0
37.4,21.36,0.82,11.1,16.83,63.0
41.69,24.76,0.85,5.64,17.6,63.0
54.4,25.2,0.81,6.54,22.09,95.0
54.77,22.76,0.86,9.83,24.44,97.0
45.89,23.22,0.78,7.12,22.0,78.0
51.13,25.1,0.82,6.08,17.29,93.0
50.78,25.12,0.86,6.97,12.09,80.0
39.82,26.54,0.94,6.19,21.72,91.0
44.27,22.93,0.79,7.57,25.99,71.0
52.36,22.68,0.8,5.68,20.97,79.0
60.28,21.71,0.78,5.85,18.82,107.0
60.81,22.73,0.83,5.49,17.12,123.0
40.73,21.88,0.76,5.8,15.24,96.0
26.05,21.79,0.74,5.96,18.57,57.0
29.65,21.28,0.81,6.67,10.56,54.0
45.66,24.69,0.8,6.22,13.72,63.0
30.97,23.67,0.85,7.81,9.61,87.0
26.95,20.63,0.79,4.28,9.08,60.0
38.03,20.26,0.86,6.47,13.44,60.0
35.44,17.3,0.8,6.16,10.41,71.0
20.43,16.34,0.73,4.58,11.0,61.0
26.01,15.11,0.78,10.58,16.84,53.0
60.61,17.11,0.86,15.97,9.03,76.0
55.4,18.69,0.85,14.94,10.1,126.0
49.34,17.73,0.8,15.14,8.17,111.0
69.17,18.76,0.83,14.29,9.05,152.0
85.12,16.74,0.73,15.09,7.35,148.0
52.23,16.0,0.83,14.35,7.55,161.0
34.77,17.76,0.81,14.77,4.86,74.0
40.39,16.66,0.83,11.98,4.89,71.0
55.14,16.2,0.77,13.19,6.0,106.0
32.83,16.09,0.8,14.06,8.98,81.0
34.87,18.75,0.9,12.04,10.38,70.0
29.44,17.38,0.67,12.49,18.68,62.0
32.56,19.87,0.83,11.59,18.48,58.0
50.7,16.49,0.82,10.61,19.46,89.0
29.65,15.98,0.93,13.07,19.14,83.0
38.58,19.22,0.84,12.61,24.39,65.0
47.56,20.74,0.78,13.98,32.26,84.0
42.77,15.68,0.97,14.76,44.5,83.0
54.8,16.89,0.85,12.8,50.33,87.0
47.98,16.8,0.72,9.42,44.4,111.0
61.47,16.96,0.9,6.19,39.37,93.0
48.17,16.34,0.99,8.08,32.63,108.0
67.78,16.92,0.93,14.86,33.69,118.0
30.81,15.16,0.85,7.37,43.7,115.0
41.96,18.5,0.78,5.85,35.48,68.0
40.59,16.37,0.85,5.71,33.64,79.0
44.5,16.44,0.74,4.94,36.56,70.0
45.96,15.41,0.81,5.26,43.52,86.0
82.38,14.86,0.76,5.34,35.37,161.0
42.08,16.23,0.8,6.92,41.45,112.0
43.25,16.5,0.93,6.42,37.48,97.0
30.77,19.66,1.1,10.04,29.89,96.0
44.32,20.0,0.86,11.07,15.27,92.0
24.98,19.13,0.89,7.27,13.27,80.0
55.76,21.45,1.09,8.13,15.8,92.0
49.28,18.84,0.83,6.23,22.41,109.0
50.3,19.48,0.78,5.06,24.6,108.0
50.51,14.26,0.67,5.8,20.67,89.0
31.02,15.16,0.99,5.68,21.88,111.0
43.43,16.56,0.99,6.98,17.92,107.0
61.73,14.65,0.94,6.47,16.79,93.0
28.2,13.68,0.74,5.66,14.0,111.0
22.68,13.15,0.78,7.46,13.21,54.0
71.65,13.36,0.66,6.62,11.13,58.0
64.87,13.77,0.83,7.98,12.69,157.0
32.53,12.48,1.0,7.23,14.15,82.0
22.28,13.11,0.97,7.93,13.46,66.0
17.89,12.81,0.78,7.96,12.78,63.0
20.58,15.72,1.16,17.2,10.81,66.0
23.68,18.38,1.05,27.34,14.23,75.0
16.7,15.29,1.08,24.43,15.03,81.0
34.54,13.8,0.72,9.43,19.43,65.0
36.11,17.82,0.85,10.98,18.66,69.0
61.0,17.82,1.09,9.66,23.62,96.0
70.42,21.12,0.95,11.67,24.71,164.0
53.49,19.25,0.88,7.72,35.36,147.0
48.26,18.38,0.96,6.41,33.56,90.0
39.7,13.52,0.88,6.21,30.89,82.0
40.74,15.82,0.66,8.16,30.56,65.0
40.91,12.85,0.88,7.04,29.96,70.0
29.82,12.68,0.8,7.54,17.9,68.0
33.85,15.63,1.06,8.69,16.26,77.0
31.6,17.18,0.94,6.33,18.73,67.0
39.65,19.41,1.1,11.52,25.74,91.0
66.17,22.31,1.12,10.13,18.13,110.0
65.55,16.62,0.89,6.7,19.48,124.0
168.81,19.55,0.96,15.4,19.31,218.0
73.57,20.24,0.63,10.54,20.21,170.0
76.77,19.44,0.75,9.99,15.61,160.0
